1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0.1383997,0.00579,0.1165614,0.0429864,0.0220327,0.0134709,0.0245608,0.0054017,0.0640204,0.0896614,0.0250628,0.3100559,0.0046867,0.0192758,0.0107896,0.0121779,0.0036831,0.1117916,0.0048461,0.058384,0.161092,0.0264383,0.0199216,0.022034,0.0862153,0.0218288,0.4417678,0.3320882,0.0245787,0.2343772,0.0395327,0.0158247,0.0033367,0.5554274,0.0074574,0.1400404,0.1189675,0.0970559,0.1000407,0.0095618,0.0141395,0.0087381,0.1118682,0.1540116,0.0088627,0.2915156,0.1545588,0.0274924,0.0261389,0.0299861,0.2649799,0.1184478,0.3408753,0.1651994,0.2340437,0.0087818,0.0111248,0.044544,0.0325736,0.6711755,0.4194933,0.3007902,0.5281554,0.0038408
0.1371482,0.0040788,0.1155845,0.037456,0.01308,0.0095409,0.0158925,0.0034134,0.0642005,0.0902835,0.0022463,0.3072703,0.0121788,0.026119,0.0111785,0.0087622,0.0100213,0.1113407,0.0035219,0.0591129,0.1605012,0.0272735,0.0258382,0.002903,0.0842683,0.0397713,0.4398088,0.3311094,0.0257968,0.2323038,0.0582209,0.0183531,0.0101065,0.5553068,0.013505,0.1392667,0.1185659,0.1051277,0.0988525,0.0094278,0.0216078,0.0158903,0.1109998,0.1695908,0.012739,0.2890145,0.1532331,0.0091954,0.0138204,0.0464088,0.2810838,0.1176966,0.3511864,0.1645418,0.2325962,0.0154142,0.0186824,0.041741,0.0125993,0.6626613,0.4168324,0.2970987,0.524906,0.0090683
0.1378155,0.0188578,0.1150097,0.0266232,0.0194279,0.0349666,0.008988,0.0310356,0.0636565,0.0917281,0.0176926,0.3068208,0.0171872,0.0078097,0.0249726,0.0194287,0.0093017,0.1115429,0.0059744,0.0803146,0.1603686,0.0260855,0.0211866,0.0105116,0.0846319,0.0295492,0.4397685,0.3302731,0.0089188,0.2327176,0.0264409,0.0165919,0.0105311,0.5528556,0.0167937,0.1390522,0.1185587,0.0993985,0.0987272,0.0226895,0.0100615,0.0043683,0.1109436,0.1956086,0.0137483,0.2893108,0.150185,0.0092059,0.0253608,0.0335609,0.2719214,0.1175816,0.3715661,0.1645952,0.2330291,0.0326626,0.0044409,0.0274839,0.0108736,0.660582,0.417492,0.2993362,0.5255381,0.0180047
0.1417864,0.0249405,0.1152045,0.0414067,0.0183314,0.0119365,0.0264368,0.0214072,0.0643195,0.0938687,0.0237277,0.3068113,0.0245009,0.0016185,0.0289556,0.0209039,0.0130974,0.1115251,0.0073333,0.07565,0.1603884,0.0194531,0.0247367,0.0092679,0.0851579,0.0650666,0.4398522,0.3299744,0.0191667,0.2326297,0.0367461,0.008565,0.0236247,0.5534887,0.038098,0.1393138,0.1185902,0.0776135,0.0990408,0.0105318,0.014825,0.0150119,0.1112091,0.1640624,0.0232604,0.2899508,0.1530005,0.0099824,0.0051269,0.0099004,0.2540937,0.1179622,0.3641999,0.1649966,0.2332107,0.006336,0.0066255,0.0453662,0.0173437,0.6572582,0.4180148,0.2998785,0.5266389,0.018649
0.140144,0.0118529,0.1154248,0.0605025,0.025873,0.0086551,0.0028304,0.0110606,0.0636087,0.0878307,0.0141502,0.3079739,0.0276436,0.0323168,0.0234584,0.0149731,0.0176567,0.1113312,0.0113734,0.0797899,0.1604884,0.0167876,0.0328477,0.0255875,0.0854734,0.0262643,0.4403754,0.3307584,0.0130908,0.2332073,0.0479868,0.0197854,0.0086883,0.5536704,0.0305463,0.1394594,0.1185388,0.0882979,0.0993003,0.0138901,0.0242576,0.02244,0.1114959,0.1574431,0.016693,0.2906028,0.1561814,0.0083302,0.0084059,0.0378004,0.2593961,0.1178836,0.3535217,0.1653432,0.2340045,0.0070242,0.0147988,0.0329117,0.0174296,0.6473514,0.4191349,0.2965229,0.5279506,0.0151185
0.1386787,0.0070038,0.1161997,0.037364,0.0149377,0.0290668,0.0198442,0.0113757,0.063959,0.0921741,0.0371086,0.3085992,0.0086884,0.0034243,0.0189698,0.0104846,0.0163308,0.1118958,0.0210172,0.0674937,0.1610131,0.0243062,0.028429,0.011678,0.0858169,0.0505797,0.4407874,0.3314648,0.0235331,0.2342972,0.0599106,0.0098658,0.0153366,0.5566443,0.0223516,0.1393444,0.1188888,0.0917143,0.0997318,0.0070371,0.0089403,0.0123906,0.1116306,0.1762559,0.0207024,0.2915558,0.1580196,0.0087004,0.0051399,0.0096831,0.2549013,0.1178998,0.3718836,0.1658044,0.2349912,0.0182864,0.0188587,0.0346977,0.0083323,0.6635437,0.4205783,0.3019278,0.5297866,0.0078338
0.1367498,0.01139,0.1162364,0.0432052,0.013541,0.0223103,0.0267894,0.004604,0.0636988,0.0923482,0.0234341,0.3080416,0.0270116,0.0131338,0.0147807,0.0169735,0.0091785,0.1113414,0.0247749,0.041256,0.1608513,0.0252928,0.0348048,0.0200388,0.0852672,0.0214192,0.4402698,0.3307553,0.0276735,0.2331646,0.0425732,0.0202294,0.0186405,0.554021,0.0035501,0.139045,0.1185303,0.0921266,0.0989776,0.0207176,0.0216972,0.020994,0.110902,0.1890289,0.0062631,0.289943,0.1569436,0.0075301,0.0315684,0.0130006,0.2569674,0.1179059,0.3721078,0.1648796,0.2325298,0.0233173,0.0148885,0.0417166,0.0073826,0.6668447,0.4165434,0.3000801,0.5249764,0.0159661
0.1388945,0.010841,0.1148392,0.0546941,0.0424737,0.0122185,0.0210668,0.0039913,0.0642795,0.0907844,0.0144374,0.3071055,0.0341852,0.0084702,0.0295848,0.0289723,0.0118971,0.111715,0.0222019,0.061141,0.1600933,0.0148644,0.0170978,0.0093234,0.0850787,0.0279127,0.4391854,0.3296559,0.0032171,0.2323356,0.0265223,0.0218792,0.0255899,0.5541748,0.013909,0.1389359,0.1185631,0.0902409,0.0989622,0.0156741,0.0175868,0.0096236,0.1110312,0.1789967,0.0088535,0.2896298,0.1526758,0.0093903,0.005909,0.0155604,0.2645814,0.1177599,0.3498407,0.1648304,0.2329894,0.017343,0.0263473,0.049351,0.0135829,0.6713184,0.4169163,0.2983487,0.5253939,0.0160972
0.1368169,0.0096066,0.115083,0.0324556,0.0347457,0.0093445,0.0041895,0.0188451,0.0640104,0.0915576,0.0127169,0.3053927,0.0269121,0.0088042,0.0245012,0.0016011,0.0089323,0.1117065,0.006164,0.0368405,0.160369,0.0123507,0.0273494,0.0155948,0.0848136,0.0500996,0.4390146,0.3298622,0.0083178,0.2327722,0.0501941,0.0207986,0.0117585,0.5535616,0.0183305,0.1389681,0.118498,0.0880452,0.0989855,0.0059251,0.0152977,0.0111053,0.110929,0.1636952,0.0227182,0.2898936,0.15487,0.02664,0.0203208,0.0083909,0.2572678,0.1175681,0.3641882,0.1647665,0.2333936,0.0185883,0.0122041,0.0423227,0.0124176,0.6444454,0.4175856,0.3006684,0.5262894,0.0060437
0.1375704,0.0226261,0.1153541,0.0252682,0.0217033,0.0015584,0.015647,0.0176314,0.0631921,0.0900509,0.036841,0.305417,0.0364474,0.0133822,0.0095314,0.006863,0.0212829,0.1113516,0.0147319,0.0739111,0.160238,0.0102255,0.0369468,0.0095358,0.0850712,0.0332781,0.440002,0.3303114,0.0042713,0.233163,0.038261,0.0166159,0.0052771,0.5536286,0.0061584,0.1393109,0.1187012,0.1074579,0.0993741,0.0145044,0.0031081,0.0100614,0.1114367,0.1709291,0.0086829,0.2907201,0.1591862,0.0085089,0.0235553,0.0196586,0.2638529,0.1177519,0.3672017,0.1653232,0.2336006,0.0146768,0.0052308,0.0485705,0.0148799,0.6638891,0.418658,0.3000433,0.5279269,0.0124157
0.136881,0.0200602,0.115957,0.0437348,0.0124899,0.0215864,0.0410852,0.0189358,0.0640873,0.0931104,0.0077223,0.3062413,0.0255146,0.0161305,0.0353443,0.026613,0.0123269,0.1114528,0.0057034,0.0782225,0.1606475,0.014507,0.0382413,0.0192437,0.0852637,0.0388274,0.4402561,0.3308858,0.0090386,0.2336882,0.0403803,0.0216464,0.0109416,0.5535524,0.0210541,0.1392605,0.1187426,0.0865565,0.0995928,0.0130107,0.0039206,0.022291,0.1116543,0.1714747,0.0141,0.2913227,0.1556859,0.0256974,0.0157337,0.018581,0.2701474,0.1179706,0.3746209,0.1655825,0.2348524,0.0119092,0.0242575,0.0501504,0.0235144,0.6554417,0.4204858,0.3061518,0.5292957,0.0060228
0.1389144,0.013026,0.1167056,0.0189912,0.0152771,0.0325305,0.0273094,0.0196895,0.0641139,0.091714,0.0379847,0.3077567,0.0106088,0.0060834,0.0363187,0.0118448,0.0127822,0.1118023,0.0151518,0.0560603,0.1608277,0.0187206,0.0161339,0.0226658,0.0859273,0.0462468,0.4400202,0.3312923,0.0110379,0.2351095,0.0630739,0.0073293,0.0114402,0.5562898,0.0105479,0.139427,0.1186565,0.0947554,0.0995158,0.0058832,0.0078948,0.0089428,0.1113302,0.2068936,0.0151563,0.2900839,0.1584056,0.0036864,0.0130544,0.011185,0.2725094,0.1179146,0.3854562,0.1651445,0.2331759,0.0074592,0.0256238,0.0497465,0.0341963,0.6712302,0.4166733,0.3006642,0.5251855,0.0130647
0.138058,0.0209774,0.1148349,0.0399147,0.0139528,0.014061,0.0178774,0.0331022,0.0636212,0.0895035,0.0263427,0.3064888,0.019316,0.0202504,0.0375038,0.0214854,0.020646,0.1113453,0.0178568,0.0734888,0.1601195,0.0284004,0.0190103,0.0102733,0.0854223,0.0221486,0.4387277,0.3289684,0.0124796,0.2323912,0.0495589,0.0177363,0.0318292,0.5526733,0.0203445,0.1389767,0.118199,0.0740765,0.0985498,0.0102176,0.0040481,0.0171319,0.1111683,0.1669794,0.015286,0.2890785,0.1532491,0.0022881,0.0113746,0.0094051,0.2669747,0.1174776,0.3807423,0.1646437,0.2324612,0.0083548,0.0062017,0.0459661,0.0257441,0.6501093,0.4158864,0.3042247,0.5243907,0.0120275
0.1376852,0.0371153,0.1148264,0.0411288,0.0007885,0.0106932,0.0196667,0.0086179,0.0636651,0.0913185,0.0168716,0.3045626,0.0168522,0.0245276,0.0311975,0.0305142,0.0055869,0.1114378,0.0208118,0.0716353,0.1601538,0.0146173,0.0491918,0.0041722,0.0851813,0.0428853,0.4383619,0.3287003,0.0181179,0.2324374,0.0635063,0.0134466,0.0114918,0.5508109,0.0111132,0.1387328,0.1184146,0.087981,0.0987237,0.0081402,0.0157943,0.0091955,0.1114426,0.1634033,0.0166112,0.2888856,0.153133,0.0099571,0.0225729,0.0178726,0.2814074,0.1175371,0.3412278,0.1646555,0.2327055,0.0103803,0.0197284,0.046319,0.007267,0.6177182,0.4161094,0.3003396,0.5244517,0.0129527
0.1382165,0.001682,0.1147764,0.0419188,0.0130067,0.0126744,0.0390387,0.0108338,0.0639282,0.0917455,0.023664,0.3049384,0.0036637,0.0178735,0.0121207,0.0124028,0.0117682,0.1115607,0.0138168,0.0769461,0.1600096,0.0106935,0.0414809,0.0100039,0.0847517,0.0330552,0.4370238,0.3282493,0.0194407,0.2325406,0.0335318,0.0189281,0.0483066,0.5524324,0.0125975,0.1390101,0.1184942,0.0969708,0.098762,0.0046963,0.0201136,0.0190606,0.1145473,0.1758627,0.0126951,0.2868153,0.1492277,0.0152382,0.0127793,0.0178779,0.2540445,0.1174897,0.3715603,0.1647369,0.2333643,0.0192279,0.0162569,0.0584878,0.0083832,0.6596384,0.4175907,0.3017273,0.5263133,0.0193344
0.139745,0.0148962,0.1153794,0.0322944,0.0197327,0.0263597,0.0187064,0.0142374,0.0646056,0.0936203,0.0158271,0.3050194,0.029515,0.0153162,0.0143719,0.0203192,0.0090352,0.111268,0.0095586,0.0556672,0.1601822,0.016032,0.0168569,0.018069,0.0857861,0.0470879,0.4351043,0.3277885,0.0272401,0.2329223,0.0361505,0.0112513,0.0148521,0.5517567,0.017936,0.1390604,0.1183514,0.1069683,0.099318,0.0163013,0.0148895,0.0047295,0.1146221,0.1845813,0.0038138,0.2877843,0.1508042,0.0114601,0.0112314,0.0052361,0.2555895,0.1173223,0.3609512,0.164929,0.2339178,0.0089922,0.0077557,0.0376193,0.0040321,0.6599098,0.4189171,0.3062808,0.5275512,0.0153741
0.138409,0.0146632,0.1157284,0.0602148,0.0273732,0.0066776,0.0255362,0.0225702,0.0638565,0.0884481,0.0250996,0.3047098,0.0024811,0.0020404,0.020553,0.0056321,0.0147757,0.110889,0.0143955,0.0752377,0.1602427,0.0326105,0.0355907,0.0158567,0.0852602,0.0416324,0.4370704,0.3281417,0.0194456,0.2336117,0.0656192,0.0121487,0.02109,0.5531847,0.0146357,0.1393094,0.1186916,0.0943671,0.0994445,0.0181903,0.0154872,0.0030509,0.1128721,0.1596624,0.0257286,0.2894673,0.1566519,0.0134266,0.0159974,0.0208527,0.2531988,0.1174411,0.3538925,0.1650771,0.2342502,0.0111036,0.0166545,0.0615095,0.0205592,0.6498853,0.4196685,0.3018761,0.5279639,0.0111583
0.137406,0.009153,0.1154737,0.0394027,0.0177656,0.032882,0.008876,0.0110063,0.0640912,0.0929737,0.017277,0.3053712,0.0113323,0.0048751,0.0193577,0.0150175,0.017308,0.1108713,0.0242532,0.0369277,0.159955,0.0119291,0.0130112,0.020918,0.0853064,0.0404985,0.4363211,0.3277156,0.0043877,0.232341,0.0394392,0.0139979,0.0073695,0.5519223,0.0183595,0.1388124,0.1180639,0.0999597,0.0986882,0.0132615,0.0223076,0.0248006,0.1111713,0.1488542,0.0181282,0.2884033,0.1485988,0.0087285,0.0196853,0.011835,0.2430114,0.1173818,0.3552979,0.1643594,0.2319293,0.0160495,0.0055902,0.051608,0.0060019,0.6166252,0.4157481,0.2960241,0.5233648,0.0130272
0.1409947,0.0221029,0.1142887,0.0422332,0.0101606,0.0053437,0.0333518,0.0177492,0.0638091,0.0892597,0.0303075,0.3039246,0.0107189,0.0291608,0.0116339,0.0083024,0.0037949,0.1111975,0.0193822,0.050965,0.1594889,0.0179698,0.0296019,0.0196983,0.0847536,0.0403407,0.4356976,0.3262941,0.0203627,0.2317244,0.0554034,0.0083181,0.0008354,0.5514336,0.0055179,0.1385226,0.1180339,0.0894374,0.0983572,0.0097677,0.0285826,0.0281039,0.1108157,0.1861654,0.015172,0.2887031,0.155365,0.0124145,0.0182285,0.0163398,0.2440274,0.1172644,0.3859888,0.1645578,0.2325208,0.012284,0.0114329,0.0584166,0.0149991,0.6618996,0.4154758,0.3002493,0.5238438,0.0203064
0.1372722,0.0146098,0.1141266,0.0301434,0.0163455,0.0091551,0.0349701,0.0250296,0.0640203,0.0916583,0.0150633,0.3023589,0.007554,0.0032316,0.0134272,0.0080419,0.0316622,0.1107912,0.0262432,0.062653,0.1595043,0.0086095,0.0023215,0.0320915,0.0857616,0.0512429,0.4358716,0.3263973,0.0230806,0.2317303,0.0515643,0.0215634,0.0214396,0.5496842,0.0066205,0.1383283,0.1179338,0.1049284,0.0986391,0.0098734,0.0228766,0.0057985,0.1107134,0.1784978,0.0116911,0.2884096,0.1530781,0.0216357,0.0036484,0.0219768,0.2600269,0.1169613,0.3545821,0.1643221,0.2327016,0.0116763,0.0155101,0.052347,0.0451011,0.6431574,0.4159864,0.3001523,0.5240164,0.0289844
0.1358114,0.0090715,0.1144264,0.0421677,0.0121392,0.0115158,0.0132212,0.0202498,0.0642184,0.0908102,0.0229293,0.3021874,0.0246546,0.0080504,0.0154704,0.0253742,0.0325699,0.1109222,0.0243594,0.0655824,0.1595644,0.0278272,0.0305239,0.0149788,0.0851362,0.0300336,0.4366755,0.3264392,0.0180246,0.2325477,0.05364,0.013865,0.0043913,0.5492292,0.006674,0.1385139,0.1181262,0.1066494,0.0984537,0.011441,0.0086793,0.0291222,0.1111629,0.1545544,0.0155872,0.2895425,0.1554744,0.0239493,0.0045492,0.0124449,0.281855,0.1172871,0.3629039,0.1646464,0.2329661,0.0006273,0.0015724,0.040813,0.0177214,0.6576402,0.417075,0.2997738,0.5258795,0.0127845
0.1397869,0.0195934,0.1151175,0.0303102,0.0158271,0.0070608,0.0554103,0.0244703,0.0637861,0.0886662,0.0150794,0.303482,0.0041625,0.018784,0.0074848,0.0138005,0.0236562,0.1109545,0.0096571,0.0470197,0.1597185,0.0190528,0.0159586,0.0288897,0.0854566,0.0349704,0.4372348,0.3269813,0.0301647,0.2331823,0.0269581,0.0027887,0.0090344,0.5517588,0.0104737,0.138939,0.1181775,0.103354,0.0990533,0.0131345,0.010397,0.0101693,0.1111452,0.1518511,0.0111682,0.2904652,0.1575956,0.0141943,0.0164026,0.0208103,0.2923388,0.117394,0.3677695,0.1652381,0.2340379,0.0127347,0.0211639,0.0306396,0.0118575,0.6681691,0.4187136,0.3028241,0.5276811,0.01615
0.1412451,0.0295111,0.1156469,0.0591016,0.0133623,0.0046363,0.0151854,0.0101452,0.0646737,0.0884779,0.0168774,0.3038602,0.0161501,0.0069533,0.0149976,0.0352547,0.0169247,0.1109723,0.016296,0.047653,0.1600686,0.0054414,0.0381952,0.0148606,0.0853064,0.0485968,0.4380925,0.3276889,0.0194895,0.2341129,0.0293232,0.0250661,0.0116167,0.5518905,0.021763,0.1389278,0.1180619,0.0832112,0.0990797,0.0080381,0.0286146,0.0067321,0.1108166,0.1694123,0.0241399,0.2895229,0.1521283,0.01396,0.013258,0.0212806,0.2577156,0.1170975,0.3762166,0.1646611,0.2325345,0.0025175,0.0160007,0.0528494,0.0083768,0.6415214,0.4153948,0.2988402,0.5238154,0.001286
0.1357522,0.0381405,0.1143614,0.0484933,0.0125309,0.0366457,0.0315658,0.0184793,0.0636918,0.0923167,0.0209193,0.3025214,0.0182325,0.0195622,0.0162118,0.0061224,0.0221486,0.1112718,0.0156391,0.0529505,0.1591637,0.0124806,0.0236048,0.0279778,0.0852484,0.026001,0.4360051,0.3260904,0.0041227,0.2316651,0.0347687,0.0097061,0.0294506,0.5489564,0.0214689,0.1380496,0.1175423,0.0662264,0.0983826,0.0208424,0.0168939,0.0195388,0.1106115,0.1729935,0.0229024,0.2887322,0.1531952,0.008892,0.0061783,0.0197619,0.2768569,0.1168912,0.3678287,0.1644764,0.2318076,0.0277223,0.0137718,0.048141,0.0147284,0.6502207,0.4142225,0.2996485,0.5227944,0.0111648
0.1384537,0.0193433,0.1144136,0.0357399,0.0022564,0.0104434,0.0204267,0.02193,0.0635765,0.0902808,0.0146545,0.3023931,0.0226187,0.0244927,0.0120589,0.0114066,0.0057659,0.1112125,0.024879,0.0729063,0.1592769,0.0054022,0.0185,0.0170459,0.0849709,0.0486435,0.4363873,0.3265205,0.0093609,0.2319873,0.0221974,0.0069503,0.0137261,0.5489014,0.0119268,0.1379922,0.1177723,0.0913387,0.0983002,0.0229558,0.0167748,0.011038,0.1108062,0.1530845,0.0252445,0.289313,0.1526941,0.0066686,0.0088897,0.0344101,0.271691,0.116727,0.3498539,0.1644309,0.2322447,0.0145032,0.0154496,0.0348388,0.0283579,0.6500751,0.4146086,0.29483,0.5234525,0.0085931
0.1387154,0.0066152,0.1145157,0.0540654,0.0199559,0.0123457,0.0180805,0.006882,0.0635083,0.0917834,0.0084661,0.3013095,0.0254002,0.0081538,0.0464684,0.0064077,0.0069778,0.1111755,0.0246831,0.0722337,0.1591601,0.0299943,0.0399016,0.0168375,0.0852363,0.0390248,0.4366808,0.3263652,0.0105866,0.2324207,0.0502304,0.0094669,0.0237846,0.5492658,0.0122021,0.1380092,0.1177909,0.0985712,0.0986418,0.011884,0.0150242,0.003095,0.1108653,0.1687703,0.0172493,0.2899349,0.1535478,0.0113274,0.0131387,0.0258422,0.2230122,0.1167451,0.3555595,0.1647778,0.232683,0.0076473,0.028865,0.0501166,0.0418285,0.6835212,0.4156829,0.3016675,0.5249498,0.0110305
