-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
-0.0000106 -0.0000926 -0.0000483 -0.0000043 -0.0000176 -0.0001030 0.0000023 -0.0000931 0.0000141 -0.0000374 -0.0000068 0.0000264 -0.0000869 0.0000480 -0.0001550 -0.0000047 0.0000036 -0.0000330 -0.0000168 -0.0000421 -0.0000150 0.0000243 0.0000212 0.0000366 0.0000220 0.0000241 -0.0000117 0.0000096 -0.0000055 0.0000219 0.0000029 0.0000228 0.0000058 0.0000423 0.0000233 0.0000265 0.0000058 0.0000087 0.0000072 0.0000481 0.0000168 -0.0000314 0.0000011 0.0000181
-0.0000145 -0.0001290 -0.0000463 -0.0000223 0.0000455 -0.0001715 -0.0000424 -0.0000454 0.0000110 0.0000245 0.0000162 -0.0000139 -0.0000751 0.0001284 -0.0000692 -0.0000017 0.0000022 0.0000022 -0.0000137 0.0000075 -0.0000170 0.0000551 0.0000440 0.0001119 0.0000462 0.0000823 -0.0000160 -0.0000077 -0.0000218 0.0000709 -0.0000107 0.0000524 0.0000104 0.0000955 0.0000332 0.0000824 0.0000091 0.0000216 0.0000044 0.0000842 0.0000249 -0.0000202 0.0000015 0.0000257
-0.0000460 -0.0000735 -0.0000186 -0.0000748 0.0000915 -0.0002099 0.0000367 -0.0001389 0.0000481 0.0000537 -0.0000332 0.0000046 0.0000146 0.0000530 -0.0000807 -0.0000012 -0.0000061 -0.0000170 -0.0000318 0.0000334 -0.0000192 0.0000218 0.0000096 0.0000981 0.0000416 0.0000854 -0.0000054 -0.0000905 -0.0000106 0.0000143 0.0000065 -0.0000345 0.0000233 0.0000093 0.0000385 0.0000992 0.0000228 -0.0000164 0.0000039 0.0000289 -0.0000028 -0.0000468 0.0000072 -0.0000201
-0.0000876 -0.0001135 -0.0000178 -0.0001148 -0.0000363 -0.0001859 0.0001206 -0.0003764 0.0000657 -0.0000523 0.0000072 -0.0000970 -0.0000254 0.0000206 -0.0001557 0.0000036 -0.0000111 -0.0000540 -0.0000386 -0.0000151 0.0000034 -0.0000556 0.0000147 0.0000038 0.0000097 0.0000335 0.0000054 -0.0001550 -0.0000185 -0.0000604 0.0000293 -0.0001598 0.0000413 -0.0001204 0.0000342 0.0000481 0.0000305 -0.0000609 0.0000178 -0.0000229 0.0000186 -0.0000984 0.0000181 -0.0000451
-0.0001507 -0.0001105 -0.0000348 -0.0001473 -0.0001164 -0.0001750 0.0001508 -0.0004744 0.0000873 -0.0001270 -0.0000159 -0.0001755 -0.0001575 0.0001306 -0.0003572 0.0000683 -0.0000075 -0.0000629 -0.0000436 -0.0000958 0.0000109 -0.0000409 0.0000809 -0.0000345 -0.0000063 0.0000110 -0.0000020 -0.0001927 -0.0000208 -0.0000385 0.0000406 -0.0001427 0.0000474 -0.0000639 0.0000263 0.0000168 0.0000209 -0.0000371 0.0000349 0.0000362 0.0000315 -0.0000417 0.0000293 -0.0000115
-0.0002343 -0.0001392 -0.0000334 -0.0001472 -0.0001599 -0.0003263 -0.0000158 -0.0005427 0.0000875 -0.0002049 -0.0000495 -0.0001478 -0.0001525 0.0001099 -0.0006488 0.0001329 -0.0000404 -0.0000432 -0.0000706 -0.0001938 -0.0000007 -0.0000121 0.0000678 0.0000414 -0.0000028 0.0000048 0.0000081 -0.0001337 -0.0000195 0.0000082 0.0000468 -0.0000359 0.0000552 0.0000423 0.0000217 0.0000057 0.0000230 0.0000198 0.0000358 0.0001200 0.0000045 0.0000142 0.0000293 0.0000628
-0.0002561 -0.0002525 -0.0000498 -0.0001110 -0.0002178 -0.0005059 -0.0001643 -0.0007021 0.0000448 -0.0002570 -0.0000100 -0.0000187 -0.0000630 0.0000244 -0.0007260 0.0001575 -0.0000703 0.0000315 -0.0001095 -0.0001943 0.0000039 0.0000631 0.0000523 0.0000949 0.0000026 0.0000373 -0.0000082 -0.0000595 -0.0000410 0.0000848 0.0000446 0.0000326 0.0000601 0.0001196 0.0000357 0.0000815 0.0000364 0.0000468 0.0000334 0.0001651 0.0000350 0.0000245 0.0000245 0.0000633
-0.0001975 -0.0001767 -0.0000491 -0.0001534 -0.0000698 -0.0005401 -0.0000468 -0.0006240 0.0000818 -0.0001924 0.0000855 -0.0000782 -0.0000909 0.0001423 -0.0003024 0.0000794 -0.0000306 0.0000275 -0.0000364 -0.0001192 0.0000094 0.0000304 0.0000820 0.0001727 0.0000390 0.0000718 -0.0000058 -0.0000536 -0.0000335 0.0000055 0.0000436 -0.0001275 0.0000682 -0.0000319 0.0000571 0.0001358 0.0000516 -0.0000210 0.0000371 0.0000826 0.0000555 -0.0000277 0.0000253 -0.0000350
